landscape_rank,serious_skim,deep_read,hostile_prior,title,year,venue,doi,url,cited_by_count,primary_theme,score,problem_claimed,actual_mechanism_introduced,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open,annotation_basis,source_query,abstract_excerpt
265,yes,no,no,SuPerPM: A Surgical Perception Framework Based on Deep Point Matching Learned from Physical Constrained Simulation Data,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2309.13863,https://openalex.org/W4387075922,3,scene_flow,40.4363,Estimate dense 3D motion/correspondence from visual observations.,Task-specific learned representation or dynamics model.,camera motion and agent motion are either known or ignorable,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","contact, occlusion, independent camera/background motion, unseen robot-caused effects","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Does not explicitly decompose observed flow into passive dynamics and robot-caused counterfactual effect fields.,metadata+abstract heuristic,openalex:SE(3) equivariant robot manipulation dynamics,"A major source of endoscopic tissue tracking errors during deformations stems from wrong data association between observed sensor measurements with previously tracked scene. To mitigate this issue, we present a surgical perception framework, SuPerPM, that leverages learning-based non-rigid point cloud matching for data association, thus accommodating larger deformations than previous approaches which relied on Iterative Closest Point (ICP) for point associations. The learning models typically re"
266,yes,no,no,Point-Based Multi-View Stereo Network,2019,,https://doi.org/10.1109/iccv.2019.00162,https://openalex.org/W2982169158,385,3d_perception,40.4058,Build geometric representations that support downstream embodied decisions.,Task-specific learned representation or dynamics model.,all observed motion is equally useful for planning,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","missing depth, moving sensors, domain shift, nonrigid objects","Uses dense motion as a representation for manipulation, so novelty cannot be mere flow prediction.",Leaves open action-conditioned 3D causal attribution for manipulation planning.,metadata+abstract heuristic,openalex:3d scene flow point cloud,"We introduce Point-MVSNet, a novel point-based deep framework for multi-view stereo (MVS). Distinct from existing cost volume approaches, our method directly processes the target scene as point clouds. More specifically, our method predicts the depth in a coarse-to-fine manner. We first generate a coarse depth map, convert it into a point cloud and refine the point cloud iteratively by estimating the residual between the depth of the current iteration and that of the ground truth. Our network le"
267,yes,no,no,Neurobehavioral sequelae of traumatic brain injury: evaluation and management,2008,World Psychiatry,https://doi.org/10.1002/j.2051-5545.2008.tb00139.x,https://openalex.org/W1887374608,221,interaction_dynamics,40.4027,Predict physical change during object-object or robot-object interaction.,"Attention-based representation over visual, object, or trajectory tokens.",scene flow is an exogenous perception target rather than an action-conditioned causal variable,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","multi-body chains, deformation, friction shifts, hidden contacts","Uses dense motion as a representation for manipulation, so novelty cannot be mere flow prediction.",Often predicts interaction outcomes without isolating the agent's incremental causal contribution.,metadata+abstract heuristic,openalex:articulated object manipulation perception,"Traumatic brain injury (TBI) is a universal public health problem. A recent review of epidemiological studies in Europe suggests an incidence of 235 hospitalized cases (including fatalities) per 100,000 population 1. In the US, the incidence is estimated at 150 per 100,000 population 2. Less data is available from other regions of the world, but TBI is acknowledged as a significant problem worldwide. Of note is that the incidence rates are calculated from hospitalized cases only, and do not incl"
268,yes,no,no,FUNCanon: Learning Pose-Aware Action Primitives via Functional Object Canonicalization for Generalizable Robotic Manipulation,2025,ArXiv.org,https://doi.org/10.48550/arxiv.2509.19102,https://openalex.org/W4416254669,0,robot_manipulation,40.35,Convert perception and action experience into manipulation behavior.,"Policy/value learning from demonstrations, rewards, or interaction.",the gripper-induced component can be learned from passive video statistics,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:SE(3) equivariant robot manipulation dynamics,"General-purpose robotic skills from end-to-end demonstrations often leads to task-specific policies that fail to generalize beyond the training distribution. Therefore, we introduce FunCanon, a framework that converts long-horizon manipulation tasks into sequences of action chunks, each defined by an actor, verb, and object. These chunks focus policy learning on the actions themselves, rather than isolated tasks, enabling compositionality and reuse. To make policies pose-aware and category-gener"
269,yes,no,no,Bird-inspired dynamic grasping and perching in arboreal environments,2021,Science Robotics,https://doi.org/10.1126/scirobotics.abj7562,https://openalex.org/W3217370814,227,robot_manipulation,40.1793,Convert perception and action experience into manipulation behavior.,Relational/graph representation with learned message passing.,objects move independently of the robot except at explicit contact moments,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:deformable object manipulation perception flow,"Birds take off and land on a wide range of complex surfaces. In contrast, current robots are limited in their ability to dynamically grasp irregular objects. Leveraging recent findings on how birds take off, land, and grasp, we developed a biomimetic robot that can dynamically perch on complex surfaces and grasp irregular objects. To accommodate high-speed collisions, the robot’s two legs passively transform impact energy into grasp force, while the underactuated grasping mechanism wraps around "
270,yes,no,no,"Bistable and Multistable Actuators for Soft Robots: Structures, Materials, and Functionalities",2022,Advanced Materials,https://doi.org/10.1002/adma.202110384,https://openalex.org/W4212805852,528,robot_manipulation,40.171,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,background motion is nuisance noise rather than a confounder,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:optical flow robot manipulation,"Abstract Snap‐through bistability is often observed in nature (e.g., fast snapping to closure of Venus flytrap) and the life (e.g., bottle caps and hair clippers). Recently, harnessing bistability and multistability in different structures and soft materials has attracted growing interest for high‐performance soft actuators and soft robots. They have demonstrated broad and unique applications in high‐speed locomotion on land and under water, adaptive sensing and fast grasping, shape reconfigurat"
271,yes,no,no,"Optimal Altitude, Overlap, and Weather Conditions for Computer Vision UAV Estimates of Forest Structure",2015,Remote Sensing,https://doi.org/10.3390/rs71013895,https://openalex.org/W2145243492,431,3d_perception,40.0684,Build geometric representations that support downstream embodied decisions.,Relational/graph representation with learned message passing.,dense correspondences are enough to infer manipulability,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","missing depth, moving sensors, domain shift, nonrigid objects","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Leaves open action-conditioned 3D causal attribution for manipulation planning.,metadata+abstract heuristic,openalex:dynamic scene understanding robotics,"Ecological remote sensing is being transformed by three-dimensional (3D), multispectral measurements of forest canopies by unmanned aerial vehicles (UAV) and computer vision structure from motion (SFM) algorithms. Yet applications of this technology have out-paced understanding of the relationship between collection method and data quality. Here, UAV-SFM remote sensing was used to produce 3D multispectral point clouds of Temperate Deciduous forests at different levels of UAV altitude, image over"
272,yes,no,no,DenseFusion: 6D Object Pose Estimation by Iterative Dense Fusion,2019,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1901.04780,https://openalex.org/W2910399693,93,robot_manipulation,39.9933,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,rigidity or smoothness priors hold during contact-rich interaction,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:dense correspondence robot manipulation,"A key technical challenge in performing 6D object pose estimation from RGB-D image is to fully leverage the two complementary data sources. Prior works either extract information from the RGB image and depth separately or use costly post-processing steps, limiting their performances in highly cluttered scenes and real-time applications. In this work, we present DenseFusion, a generic framework for estimating 6D pose of a set of known objects from RGB-D images. DenseFusion is a heterogeneous arch"
273,yes,no,no,Collaborative robot dynamics with physical human–robot interaction and parameter identification with PINN,2023,Mechanism and Machine Theory,https://doi.org/10.1016/j.mechmachtheory.2023.105439,https://openalex.org/W4385275332,47,interaction_dynamics,39.9212,Predict physical change during object-object or robot-object interaction.,Task-specific learned representation or dynamics model.,occlusion does not erase the causal evidence needed for planning,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","multi-body chains, deformation, friction shifts, hidden contacts","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Often predicts interaction outcomes without isolating the agent's incremental causal contribution.,metadata+abstract heuristic,openalex:visual servoing robot manipulation,"Collaborative robots are increasingly being used in dynamic and semi-structured environments because of their ability to perform physical Human–Robot Interaction (pHRI) to ensure safety. Therefore, it is crucial to model the dynamics of collaborative robots during pHRI to gain valuable insights into the system’s behavior when in contact with humans. In this work, a generic dynamic model is proposed for the quasi-static contact phase of pHRI, which considers the interaction dynamics and the compl"
274,yes,no,no,Verticalized-Tip Trajectory Tracking of a 3D-Printable Soft Continuum Robot: Enabling Surgical Blood Suction Automation,2021,IEEE/ASME Transactions on Mechatronics,https://doi.org/10.1109/tmech.2021.3090838,https://openalex.org/W3176339485,63,3d_perception,39.9089,Build geometric representations that support downstream embodied decisions.,Task-specific learned representation or dynamics model.,the same flow estimator serves passive prediction and control,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","missing depth, moving sensors, domain shift, nonrigid objects","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Leaves open action-conditioned 3D causal attribution for manipulation planning.,metadata+abstract heuristic,openalex:visual servoing robot manipulation,"Soft-bodied robotic manipulators have great potential for use in minimally invasive surgery, owing to their advantages of high flexibility with infinite degrees of freedom (DOF). One of the potential applications is to perform blood suctioning, which is inevitable during the surgery. To attain higher efficiency in suctioning, the robotic tip should remain vertical while moving along on the work surface. Motivated by this application, this article presents a novel soft robot design and its contro"
275,yes,no,no,An Error-State Model Predictive Control on Connected Matrix Lie Groups for Legged Robot Control,2022,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2203.08728,https://openalex.org/W4226422885,0,planning_control,39.9,"Select actions by rolling out a model, value estimate, or policy.",Model-predictive rollouts with a learned or analytic transition model.,object identity is stable across interventions,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","model bias, compounding rollout error, uncontrolled exogenous motion","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:SE(3) equivariant robot manipulation dynamics,"This paper reports on a new error-state Model Predictive Control (MPC) approach to connected matrix Lie groups for robot control. The linearized tracking error dynamics and the linearized equations of motion are derived in the Lie algebra. Moreover, given an initial condition, the linearized tracking error dynamics and equations of motion are globally valid and evolve independently of the system trajectory. By exploiting the symmetry of the problem, the proposed approach shows faster convergence"
276,yes,no,no,Data-driven haptic perception for robot-assisted dressing,2016,,https://doi.org/10.1109/roman.2016.7745158,https://openalex.org/W2553530331,45,interaction_dynamics,39.8286,Predict physical change during object-object or robot-object interaction.,Relational/graph representation with learned message passing.,contact geometry is visible in RGB-D or point clouds,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","multi-body chains, deformation, friction shifts, hidden contacts","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Often predicts interaction outcomes without isolating the agent's incremental causal contribution.,metadata+abstract heuristic,openalex:cloth manipulation perception dynamics,"Dressing is an important activity of daily living (ADL) with which many people require assistance due to impairments. Robots have the potential to provide dressing assistance, but physical interactions between clothing and the human body can be complex and difficult to visually observe. We provide evidence that data-driven haptic perception can be used to infer relationships between clothing and the human body during robot-assisted dressing. We conducted a carefully controlled experiment with 12"
277,yes,no,no,A practical 3D-printed soft robotic prosthetic hand with multi-articulating capabilities,2020,PLoS ONE,https://doi.org/10.1371/journal.pone.0232766,https://openalex.org/W3025986385,177,robot_manipulation,39.7818,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,temporal differencing separates cause from coincidence,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:object-centric dynamics robot manipulation,"Soft robotic hands with monolithic structure have shown great potential to be used as prostheses due to their advantages to yield light weight and compact designs as well as its ease of manufacture. However, existing soft prosthetic hands design were often not geared towards addressing some of the practical requirements highlighted in prosthetics research. The gap between the existing designs and the practical requirements significantly hampers the potential to transfer these designs to real-wor"
278,yes,no,no,AI-Enabled Image-Based Hybrid Vision/Force Control of Tendon-Driven Aerial Continuum Manipulators,2026,ArXiv.org,,https://openalex.org/W7155452530,0,interaction_dynamics,39.5,Predict physical change during object-object or robot-object interaction.,Relational/graph representation with learned message passing.,action labels are sufficient to bind motion to agent effort,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","multi-body chains, deformation, friction shifts, hidden contacts","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Often predicts interaction outcomes without isolating the agent's incremental causal contribution.,metadata+abstract heuristic,openalex:SE(3) equivariant robot manipulation dynamics,"This paper presents an AI-enabled cascaded hybrid vision/force control framework for tendon-driven aerial continuum manipulators based on constant-strain modeling in $SE(3)$ as a coupled system. The proposed controller is designed to enable autonomous, physical interaction with a static environment while stabilizing the image feature error. The developed strategy combines the cascaded fast fixed-time sliding mode control and a radial basis function neural network to cope with the uncertainties i"
279,yes,no,no,PointNet4D: A Lightweight 4D Point Cloud Video Backbone for Online and Offline Perception in Robotic Applications,2026,,https://doi.org/10.1109/wacv61042.2026.00313,https://openalex.org/W4416960160,0,3d_perception,39.5,Build geometric representations that support downstream embodied decisions.,"Attention-based representation over visual, object, or trajectory tokens.",simulated flow distributions cover real contact events,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","missing depth, moving sensors, domain shift, nonrigid objects","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Leaves open action-conditioned 3D causal attribution for manipulation planning.,metadata+abstract heuristic,openalex:SE(3) equivariant robot manipulation dynamics,"Understanding dynamic 4D environments—3D space evolving over time—is critical for robotic and interactive systems. These applications demand systems that can process streaming point cloud video in real-time, often under resource constraints, while also benefiting from past and present observations when available. However, current 4D backbone networks rely heavily on spatiotemporal convolutions and Transformers, which are often computationally intensive and poorly suited to real-time applications"
280,yes,no,no,Learning to Control a Brain–Machine Interface for Reaching and Grasping by Primates,2003,PLoS Biology,https://doi.org/10.1371/journal.pbio.0000042,https://openalex.org/W2041248708,1781,robot_manipulation,39.4855,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,one-step motion is an adequate proxy for task-level progress,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:visual dynamics model robotics,"Reaching and grasping in primates depend on the coordination of neural activity in large frontoparietal ensembles. Here we demonstrate that primates can learn to reach and grasp virtual objects by controlling a robot arm through a closed-loop brain-machine interface (BMIc) that uses multiple mathematical models to extract several motor parameters (i.e., hand position, velocity, gripping force, and the EMGs of multiple arm muscles) from the electrical activity of frontoparietal neuronal ensembles"
281,yes,no,no,Modelling natural and artificial hands with synergies,2011,Philosophical Transactions of the Royal Society B Biological Sciences,https://doi.org/10.1098/rstb.2011.0152,https://openalex.org/W2130007788,223,interaction_dynamics,39.4116,Predict physical change during object-object or robot-object interaction.,Relational/graph representation with learned message passing.,predicted motion magnitude is a reliable affordance signal,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","multi-body chains, deformation, friction shifts, hidden contacts","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Often predicts interaction outcomes without isolating the agent's incremental causal contribution.,metadata+abstract heuristic,openalex:deformable object manipulation perception flow,"We report on recent work in modelling the process of grasping and active touch by natural and artificial hands. Starting from observations made in human hands about the correlation of degrees of freedom in patterns of more frequent use (postural synergies), we consider the implications of a geometrical model accounting for such data, which is applicable to the pre-grasping phase occurring when shaping the hand before actual contact with the grasped object. To extend applicability of the synergy "
282,yes,no,no,A robotic sensory system with high spatiotemporal resolution for texture recognition,2023,Nature Communications,https://doi.org/10.1038/s41467-023-42722-4,https://openalex.org/W4388653221,202,interaction_dynamics,39.3632,Predict physical change during object-object or robot-object interaction.,Task-specific learned representation or dynamics model.,flow can be evaluated without counterfactual actions,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","multi-body chains, deformation, friction shifts, hidden contacts","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Often predicts interaction outcomes without isolating the agent's incremental causal contribution.,metadata+abstract heuristic,openalex:dense correspondence robot manipulation,"Humans can gently slide a finger on the surface of an object and identify it by capturing both static pressure and high-frequency vibrations. Although modern robots integrated with flexible sensors can precisely detect pressure, shear force, and strain, they still perform insufficiently or require multi-sensors to respond to both static and high-frequency physical stimuli during the interaction. Here, we report a real-time artificial sensory system for high-accuracy texture recognition based on "
283,yes,no,no,NeRF-MAE: Masked AutoEncoders for Self-Supervised 3D Representation Learning for Neural Radiance Fields,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2404.01300,https://openalex.org/W4393905776,2,robot_manipulation,39.2986,Convert perception and action experience into manipulation behavior.,"Attention-based representation over visual, object, or trajectory tokens.",manipulation policies can tolerate mixed passive and caused motion,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:SE(3) equivariant robot manipulation dynamics,"Neural fields excel in computer vision and robotics due to their ability to understand the 3D visual world such as inferring semantics, geometry, and dynamics. Given the capabilities of neural fields in densely representing a 3D scene from 2D images, we ask the question: Can we scale their self-supervised pretraining, specifically using masked autoencoders, to generate effective 3D representations from posed RGB images. Owing to the astounding success of extending transformers to novel data moda"
284,yes,no,no,DiffCloth: Differentiable Cloth Simulation with Dry Frictional Contact,2022,ACM Transactions on Graphics,https://doi.org/10.1145/3527660,https://openalex.org/W3168575721,80,interaction_dynamics,39.2944,Predict physical change during object-object or robot-object interaction.,Task-specific learned representation or dynamics model.,the robot's own action field is spatially localized and unambiguous,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","multi-body chains, deformation, friction shifts, hidden contacts","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Often predicts interaction outcomes without isolating the agent's incremental causal contribution.,metadata+abstract heuristic,openalex:deformable object manipulation perception flow,"Cloth simulation has wide applications in computer animation, garment design, and robot-assisted dressing. This work presents a differentiable cloth simulator whose additional gradient information facilitates cloth-related applications. Our differentiable simulator extends a state-of-the-art cloth simulator based on Projective Dynamics (PD) and with dry frictional contact [Ly et al. 2020 ]. We draw inspiration from previous work [Du et al. 2021 ] to propose a fast and novel method for deriving g"
285,yes,no,no,Multifunctional magnetic soft composites: a review,2020,Multifunctional Materials,https://doi.org/10.1088/2399-7532/abcb0c,https://openalex.org/W3099274860,293,robot_manipulation,39.2836,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,environmental dynamics are stationary during manipulation,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:optical flow robot manipulation,"Magnetically responsive soft materials are soft composites where magnetic fillers are embedded into soft polymeric matrices. These active materials have attracted extensive research and industrial interest due to their ability to realize fast and programmable shape changes through remote and untethered control under the application of magnetic fields. They would have many high-impact potential applications in soft robotics/devices, metamaterials, and biomedical devices. With a broad range of fun"
286,yes,no,no,"Tactile-Sensing Technologies: Trends, Challenges and Outlook in Agri-Food Manipulation",2023,Sensors,https://doi.org/10.3390/s23177362,https://openalex.org/W4386137421,66,robot_manipulation,39.2547,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,multi-object causal chains are rare enough to ignore,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:visual servoing robot manipulation,"Tactile sensing plays a pivotal role in achieving precise physical manipulation tasks and extracting vital physical features. This comprehensive review paper presents an in-depth overview of the growing research on tactile-sensing technologies, encompassing state-of-the-art techniques, future prospects, and current limitations. The paper focuses on tactile hardware, algorithmic complexities, and the distinct features offered by each sensor. This paper has a special emphasis on agri-food manipula"
287,yes,no,no,"Learning-Based Control Strategies for Soft Robots: Theory, Achievements, and Future Challenges",2023,IEEE Control Systems,https://doi.org/10.1109/mcs.2023.3253421,https://openalex.org/W4378192004,64,interaction_dynamics,39.2244,Predict physical change during object-object or robot-object interaction.,Task-specific learned representation or dynamics model.,camera motion and agent motion are either known or ignorable,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","multi-body chains, deformation, friction shifts, hidden contacts","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Often predicts interaction outcomes without isolating the agent's incremental causal contribution.,metadata+abstract heuristic,openalex:visual servoing robot manipulation,"In the last few decades, soft robotics technologies have challenged conventional approaches by introducing new, compliant bodies to the world of rigid robots. These technologies and systems may enable a wide range of applications, including human–robot interaction and dealing with complex environments. Soft bodies can adapt their shape to contact surfaces, distribute stress over a larger area, and increase the contact surface area, thus reducing impact forces."
288,yes,no,no,PRIMP: PRobabilistically-Informed Motion Primitives for Efficient Affordance Learning from Demonstration,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2305.15761,https://openalex.org/W4378499188,0,planning_control,39.05,"Select actions by rolling out a model, value estimate, or policy.",Task-specific learned representation or dynamics model.,all observed motion is equally useful for planning,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","model bias, compounding rollout error, uncontrolled exogenous motion","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:SE(3) equivariant robot manipulation dynamics,"This paper proposes a learning-from-demonstration method using probability densities on the workspaces of robot manipulators. The method, named ""PRobabilistically-Informed Motion Primitives (PRIMP)"", learns the probability distribution of the end effector trajectories in the 6D workspace that includes both positions and orientations. It is able to adapt to new situations such as novel via poses with uncertainty and a change of viewing frame. The method itself is robot-agnostic, in which the lear"
289,yes,no,no,Magnetic Shape Memory Polymers with Integrated Multifunctional Shape Manipulation,2019,Advanced Materials,https://doi.org/10.1002/adma.201906657,https://openalex.org/W2994259506,720,robot_manipulation,39.0306,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,scene flow is an exogenous perception target rather than an action-conditioned causal variable,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:robot manipulation dynamics model,"Shape-programmable soft materials that exhibit integrated multifunctional shape manipulations, including reprogrammable, untethered, fast, and reversible shape transformation and locking, are highly desirable for a plethora of applications, including soft robotics, morphing structures, and biomedical devices. Despite recent progress, it remains challenging to achieve multiple shape manipulations in one material system. Here, a novel magnetic shape memory polymer composite is reported to achieve "
290,yes,no,no,Dynamic grasp and trajectory planning for moving objects,2018,Autonomous Robots,https://doi.org/10.1007/s10514-018-9799-1,https://openalex.org/W2888704052,102,robot_manipulation,38.9347,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,the gripper-induced component can be learned from passive video statistics,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:visual servoing robot manipulation,"This paper shows how a robot arm can follow and grasp moving objects tracked by a vision system, as is needed when a human hands over an object to the robot during collaborative working. While the object is being arbitrarily moved by the human co-worker, a set of likely grasps, generated by a learned grasp planner, are evaluated online to generate a feasible grasp with respect to both: the current configuration of the robot respecting the target grasp; and the constraints of finding a collision-"
291,yes,no,no,Object Detection and Classification by Decision-Level Fusion for Intelligent Vehicle Systems,2017,Sensors,https://doi.org/10.3390/s17010207,https://openalex.org/W2580683366,117,3d_perception,38.9207,Build geometric representations that support downstream embodied decisions.,Task-specific learned representation or dynamics model.,objects move independently of the robot except at explicit contact moments,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","missing depth, moving sensors, domain shift, nonrigid objects","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Leaves open action-conditioned 3D causal attribution for manipulation planning.,metadata+abstract heuristic,openalex:scene flow autonomous driving lidar,"To understand driving environments effectively, it is important to achieve accurate detection and classification of objects detected by sensor-based intelligent vehicle systems, which are significantly important tasks. Object detection is performed for the localization of objects, whereas object classification recognizes object classes from detected object regions. For accurate object detection and classification, fusing multiple sensor information into a key component of the representation and "
292,yes,no,no,Optical Coherence Tomography-Guided Robotic Ophthalmic Microsurgery via Reinforcement Learning from Demonstration,2020,IEEE Transactions on Robotics,https://doi.org/10.1109/tro.2020.2980158,https://openalex.org/W3016327299,74,robot_manipulation,38.9175,Convert perception and action experience into manipulation behavior.,Relational/graph representation with learned message passing.,background motion is nuisance noise rather than a confounder,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:visual servoing robot manipulation,"Ophthalmic microsurgery is technically difficult because the scale of required surgical tool manipulations challenge the limits of the surgeon's visual acuity, sensory perception, and physical dexterity. Intraoperative optical coherence tomography (OCT) imaging with micrometer-scale resolution is increasingly being used to monitor and provide enhanced real-time visualization of ophthalmic surgical maneuvers, but surgeons still face physical limitations when manipulating instruments inside the ey"
293,yes,no,no,"Haptics in Teleoperated Medical Interventions: Force Measurement, Haptic Interfaces and Their Influence on User's Performance",2020,IEEE Transactions on Biomedical Engineering,https://doi.org/10.1109/tbme.2020.2987603,https://openalex.org/W3017214767,67,interaction_dynamics,38.8195,Predict physical change during object-object or robot-object interaction.,"Causal graph, intervention, or counterfactual learning objective.",dense correspondences are enough to infer manipulability,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","multi-body chains, deformation, friction shifts, hidden contacts","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Often predicts interaction outcomes without isolating the agent's incremental causal contribution.,metadata+abstract heuristic,openalex:visual servoing robot manipulation,OBJECTIVES: Haptics in teleoperated medical interventions enables measurement and transfer of force information to the operator during robot-environment interaction. This paper provides an overview of the current research in this domain and guidelines for future investigations. METHODS: We review current technologies in force measurement and haptic devices as well as their experimental evaluation and influence on user's performance. RESULTS: Force sensing is moving away from the conventional pro
